Point,Corner,i,mc_iteration,Pass/Fail,FREQ,/OUT,"(1 * average(IT(""/R0/PLUS"")))"
423,monte carlo,2.81E-07,23,,4.62E+07,,3.01E-06
424,monte carlo,2.81E-07,24,,4.95E+07,,3.43E-06
425,monte carlo,2.81E-07,25,,4.68E+07,,2.61E-06
426,monte carlo,2.81E-07,26,,4.31E+07,,4.66E-06
427,monte carlo,2.81E-07,27,,4.65E+07,,2.77E-06
428,monte carlo,2.81E-07,28,,4.75E+07,,2.51E-06
429,monte carlo,2.81E-07,29,,4.70E+07,,2.94E-06
430,monte carlo,2.81E-07,30,,4.19E+07,,3.47E-06
431,monte carlo,2.81E-07,31,,4.69E+07,,2.89E-06
432,monte carlo,2.81E-07,32,,4.39E+07,,3.68E-06
433,monte carlo,2.81E-07,33,,4.99E+07,,2.95E-06
434,monte carlo,2.81E-07,34,,4.87E+07,,2.63E-06
435,monte carlo,2.81E-07,35,,4.36E+07,,3.15E-06
436,monte carlo,2.81E-07,36,,4.47E+07,,4.44E-06
437,monte carlo,2.81E-07,37,,4.43E+07,,2.77E-06
438,monte carlo,2.81E-07,38,,4.49E+07,,3.31E-06
439,monte carlo,2.81E-07,39,,4.48E+07,,3.01E-06
440,monte carlo,2.81E-07,40,,4.49E+07,,3.83E-06
441,monte carlo,2.81E-07,41,,4.56E+07,,3.43E-06
442,monte carlo,2.81E-07,42,,4.48E+07,,3.22E-06
443,monte carlo,2.81E-07,43,,4.43E+07,,2.97E-06
444,monte carlo,2.81E-07,44,,4.38E+07,,3.49E-06
445,monte carlo,2.81E-07,45,,4.90E+07,,2.87E-06
446,monte carlo,2.81E-07,46,,4.88E+07,,2.36E-06
447,monte carlo,2.81E-07,47,,4.35E+07,,3.13E-06
448,monte carlo,2.81E-07,48,,4.74E+07,,3.18E-06
449,monte carlo,2.81E-07,49,,4.27E+07,,4.12E-06
450,monte carlo,2.81E-07,50,,4.49E+07,,3.37E-06
451,monte carlo,2.81E-07,51,,4.95E+07,,2.35E-06
452,monte carlo,2.81E-07,52,,4.62E+07,,3.34E-06
453,monte carlo,2.81E-07,53,,4.63E+07,,2.23E-06
454,monte carlo,2.81E-07,54,,4.74E+07,,2.46E-06
455,monte carlo,2.81E-07,55,,4.42E+07,,3.81E-06
456,monte carlo,2.81E-07,56,,4.68E+07,,3.26E-06
457,monte carlo,2.81E-07,57,,4.15E+07,,4.32E-06
458,monte carlo,2.81E-07,58,,4.84E+07,,2.46E-06
459,monte carlo,2.81E-07,59,,4.45E+07,,3.54E-06
460,monte carlo,2.81E-07,60,,4.83E+07,,3.21E-06
461,monte carlo,2.81E-07,61,,4.33E+07,,3.85E-06
462,monte carlo,2.81E-07,62,,4.56E+07,,3.33E-06
463,monte carlo,2.81E-07,63,,4.30E+07,,2.72E-06
464,monte carlo,2.81E-07,64,,4.44E+07,,4.01E-06
465,monte carlo,2.81E-07,65,,4.56E+07,,3.26E-06
466,monte carlo,2.81E-07,66,,4.38E+07,,4.00E-06
467,monte carlo,2.81E-07,67,,4.73E+07,,2.67E-06
468,monte carlo,2.81E-07,68,,4.40E+07,,4.34E-06
469,monte carlo,2.81E-07,69,,4.73E+07,,2.71E-06
470,monte carlo,2.81E-07,70,,4.43E+07,,2.48E-06
471,monte carlo,2.81E-07,71,,4.54E+07,,3.22E-06
472,monte carlo,2.81E-07,72,,4.42E+07,,3.87E-06
473,monte carlo,2.81E-07,73,,4.81E+07,,2.72E-06
474,monte carlo,2.81E-07,74,,4.69E+07,,2.88E-06
475,monte carlo,2.81E-07,75,,4.58E+07,,3.08E-06
476,monte carlo,2.81E-07,76,,4.70E+07,,3.18E-06
477,monte carlo,2.81E-07,77,,4.59E+07,,3.08E-06
478,monte carlo,2.81E-07,78,,4.44E+07,,3.80E-06
479,monte carlo,2.81E-07,79,,4.79E+07,,2.58E-06
480,monte carlo,2.81E-07,80,,4.39E+07,,3.07E-06
481,monte carlo,2.81E-07,81,,4.98E+07,,2.32E-06
482,monte carlo,2.81E-07,82,,4.94E+07,,2.54E-06
483,monte carlo,2.81E-07,83,,4.53E+07,,4.12E-06
484,monte carlo,2.81E-07,84,,4.40E+07,,3.27E-06
485,monte carlo,2.81E-07,85,,4.35E+07,,3.42E-06
486,monte carlo,2.81E-07,86,,4.42E+07,,3.28E-06
487,monte carlo,2.81E-07,87,,4.90E+07,,2.56E-06
488,monte carlo,2.81E-07,88,,4.34E+07,,3.29E-06
489,monte carlo,2.81E-07,89,,4.38E+07,,3.32E-06
490,monte carlo,2.81E-07,90,,4.43E+07,,3.33E-06
491,monte carlo,2.81E-07,91,,4.93E+07,,2.56E-06
492,monte carlo,2.81E-07,92,,4.40E+07,,3.18E-06
493,monte carlo,2.81E-07,93,,4.43E+07,,4.45E-06
494,monte carlo,2.81E-07,94,,4.89E+07,,2.55E-06
495,monte carlo,2.81E-07,95,,4.33E+07,,2.89E-06
496,monte carlo,2.81E-07,96,,4.68E+07,,2.82E-06
497,monte carlo,2.81E-07,97,,4.18E+07,,3.67E-06
498,monte carlo,2.81E-07,98,,4.74E+07,,3.19E-06
499,monte carlo,2.81E-07,99,,4.86E+07,,2.10E-06
500,monte carlo,2.81E-07,100,,4.52E+07,,2.95E-06
501,monte carlo,2.81E-07,101,,4.57E+07,,2.69E-06
502,monte carlo,2.81E-07,102,,4.61E+07,,3.18E-06
503,monte carlo,2.81E-07,103,,4.59E+07,,3.38E-06
504,monte carlo,2.81E-07,104,,4.58E+07,,2.87E-06
505,monte carlo,2.81E-07,105,,4.68E+07,,2.63E-06
506,monte carlo,2.81E-07,106,,4.67E+07,,3.12E-06
507,monte carlo,2.81E-07,107,,4.75E+07,,3.17E-06
508,monte carlo,2.81E-07,108,,4.74E+07,,2.70E-06
509,monte carlo,2.81E-07,109,,4.27E+07,,3.46E-06
510,monte carlo,2.81E-07,110,,4.85E+07,,3.33E-06
511,monte carlo,2.81E-07,111,,4.31E+07,,4.34E-06
512,monte carlo,2.81E-07,112,,4.69E+07,,3.32E-06
513,monte carlo,2.81E-07,113,,4.59E+07,,2.66E-06
514,monte carlo,2.81E-07,114,,4.33E+07,,4.21E-06
515,monte carlo,2.81E-07,115,,4.46E+07,,3.62E-06
516,monte carlo,2.81E-07,116,,4.73E+07,,2.47E-06
517,monte carlo,2.81E-07,117,,4.21E+07,,3.91E-06
518,monte carlo,2.81E-07,118,,4.53E+07,,3.63E-06
519,monte carlo,2.81E-07,119,,4.43E+07,,2.57E-06
520,monte carlo,2.81E-07,120,,4.78E+07,,2.26E-06
521,monte carlo,2.81E-07,121,,4.83E+07,,2.96E-06
522,monte carlo,2.81E-07,122,,4.54E+07,,3.54E-06
523,monte carlo,2.81E-07,123,,4.57E+07,,3.30E-06
524,monte carlo,2.81E-07,124,,4.68E+07,,3.37E-06
525,monte carlo,2.81E-07,125,,4.58E+07,,2.48E-06
526,monte carlo,2.81E-07,126,,4.38E+07,,3.76E-06
527,monte carlo,2.81E-07,127,,4.42E+07,,3.52E-06
528,monte carlo,2.81E-07,128,,4.64E+07,,3.25E-06
529,monte carlo,2.81E-07,129,,4.53E+07,,2.55E-06
530,monte carlo,2.81E-07,130,,4.62E+07,,2.34E-06
531,monte carlo,2.81E-07,131,,4.64E+07,,3.32E-06
532,monte carlo,2.81E-07,132,,4.28E+07,,4.11E-06
533,monte carlo,2.81E-07,133,,4.76E+07,,3.08E-06
534,monte carlo,2.81E-07,134,,4.24E+07,,4.01E-06
535,monte carlo,2.81E-07,135,,4.67E+07,,2.47E-06
536,monte carlo,2.81E-07,136,,4.23E+07,,4.55E-06
537,monte carlo,2.81E-07,137,,4.76E+07,,3.08E-06
538,monte carlo,2.81E-07,138,,4.28E+07,,3.82E-06
539,monte carlo,2.81E-07,139,,4.66E+07,,2.57E-06
540,monte carlo,2.81E-07,140,,4.69E+07,,3.37E-06
541,monte carlo,2.81E-07,141,,4.69E+07,,3.39E-06
542,monte carlo,2.81E-07,142,,4.58E+07,,2.44E-06
543,monte carlo,2.81E-07,143,,4.64E+07,,3.30E-06
544,monte carlo,2.81E-07,144,,4.54E+07,,3.10E-06
545,monte carlo,2.81E-07,145,,4.51E+07,,3.44E-06
546,monte carlo,2.81E-07,146,,4.86E+07,,2.62E-06
547,monte carlo,2.81E-07,147,,4.78E+07,,2.53E-06
548,monte carlo,2.81E-07,148,,4.46E+07,,3.62E-06
549,monte carlo,2.81E-07,149,,4.36E+07,,3.92E-06
550,monte carlo,2.81E-07,150,,4.65E+07,,2.86E-06
551,monte carlo,2.81E-07,151,,4.62E+07,,3.00E-06
552,monte carlo,2.81E-07,152,,4.45E+07,,4.29E-06
553,monte carlo,2.81E-07,153,,4.94E+07,,2.14E-06
554,monte carlo,2.81E-07,154,,4.60E+07,,3.00E-06
555,monte carlo,2.81E-07,155,,4.56E+07,,3.14E-06
556,monte carlo,2.81E-07,156,,4.50E+07,,3.31E-06
557,monte carlo,2.81E-07,157,,4.46E+07,,3.71E-06
558,monte carlo,2.81E-07,158,,4.71E+07,,2.94E-06
559,monte carlo,2.81E-07,159,,4.70E+07,,2.65E-06
560,monte carlo,2.81E-07,160,,4.52E+07,,3.01E-06
561,monte carlo,2.81E-07,161,,4.56E+07,,2.82E-06
562,monte carlo,2.81E-07,162,,4.77E+07,,2.77E-06
563,monte carlo,2.81E-07,163,,4.30E+07,,3.48E-06
564,monte carlo,2.81E-07,164,,4.76E+07,,2.65E-06
565,monte carlo,2.81E-07,165,,4.42E+07,,4.07E-06
566,monte carlo,2.81E-07,166,,4.52E+07,,2.99E-06
567,monte carlo,2.81E-07,167,,4.61E+07,,4.10E-06
568,monte carlo,2.81E-07,168,,4.77E+07,,2.75E-06
569,monte carlo,2.81E-07,169,,4.25E+07,,3.06E-06
570,monte carlo,2.81E-07,170,,4.52E+07,,3.00E-06
571,monte carlo,2.81E-07,171,,4.50E+07,,2.76E-06
572,monte carlo,2.81E-07,172,,4.54E+07,,3.18E-06
573,monte carlo,2.81E-07,173,,4.59E+07,,3.05E-06
574,monte carlo,2.81E-07,174,,4.80E+07,,2.82E-06
575,monte carlo,2.81E-07,175,,4.30E+07,,3.70E-06
576,monte carlo,2.81E-07,176,,4.92E+07,,2.12E-06
577,monte carlo,2.81E-07,177,,4.48E+07,,3.30E-06
578,monte carlo,2.81E-07,178,,4.52E+07,,3.79E-06
579,monte carlo,2.81E-07,179,,4.42E+07,,2.99E-06
580,monte carlo,2.81E-07,180,,4.55E+07,,3.78E-06
581,monte carlo,2.81E-07,181,,5.01E+07,,2.38E-06
582,monte carlo,2.81E-07,182,,4.41E+07,,3.72E-06
583,monte carlo,2.81E-07,183,,4.48E+07,,3.19E-06
584,monte carlo,2.81E-07,184,,4.50E+07,,3.94E-06
585,monte carlo,2.81E-07,185,,4.87E+07,,2.54E-06
586,monte carlo,2.81E-07,186,,4.25E+07,,4.34E-06
587,monte carlo,2.81E-07,187,,4.40E+07,,3.24E-06
588,monte carlo,2.81E-07,188,,4.93E+07,,2.76E-06
589,monte carlo,2.81E-07,189,,4.43E+07,,3.41E-06
590,monte carlo,2.81E-07,190,,4.48E+07,,4.16E-06
591,monte carlo,2.81E-07,191,,4.30E+07,,3.04E-06
592,monte carlo,2.81E-07,192,,4.43E+07,,2.48E-06
593,monte carlo,2.81E-07,193,,4.54E+07,,3.39E-06
594,monte carlo,2.81E-07,194,,4.55E+07,,3.24E-06
595,monte carlo,2.81E-07,195,,4.50E+07,,3.79E-06
596,monte carlo,2.81E-07,196,,4.45E+07,,3.47E-06
597,monte carlo,2.81E-07,197,,4.85E+07,,2.24E-06
598,monte carlo,2.81E-07,198,,5.07E+07,,2.93E-06
599,monte carlo,2.81E-07,199,,4.42E+07,,3.59E-06
600,monte carlo,2.81E-07,200,,4.41E+07,,3.72E-06
601,monte carlo,4.12E-07,1,,7.11E+07,,3.47E-06
602,monte carlo,4.12E-07,2,,6.70E+07,,3.52E-06
603,monte carlo,4.12E-07,3,,6.77E+07,,4.41E-06
604,monte carlo,4.12E-07,4,,6.71E+07,,3.44E-06
605,monte carlo,4.12E-07,5,,6.79E+07,,4.25E-06
606,monte carlo,4.12E-07,6,,6.28E+07,,4.18E-06
607,monte carlo,4.12E-07,7,,7.12E+07,,2.68E-06
608,monte carlo,4.12E-07,8,,6.71E+07,,3.36E-06
609,monte carlo,4.12E-07,9,,6.77E+07,,4.07E-06
610,monte carlo,4.12E-07,10,,7.17E+07,,3.54E-06
611,monte carlo,4.12E-07,11,,6.27E+07,,4.53E-06
612,monte carlo,4.12E-07,12,,6.37E+07,,4.00E-06
613,monte carlo,4.12E-07,13,,7.17E+07,,3.46E-06
614,monte carlo,4.12E-07,14,,6.69E+07,,3.41E-06
615,monte carlo,4.12E-07,15,,6.80E+07,,4.43E-06
616,monte carlo,4.12E-07,16,,6.92E+07,,3.42E-06
617,monte carlo,4.12E-07,17,,6.86E+07,,3.76E-06
618,monte carlo,4.12E-07,18,,6.09E+07,,4.38E-06
619,monte carlo,4.12E-07,19,,6.86E+07,,3.62E-06
620,monte carlo,4.12E-07,20,,6.82E+07,,3.45E-06
621,monte carlo,4.12E-07,21,,6.84E+07,,3.37E-06
622,monte carlo,4.12E-07,22,,6.11E+07,,6.58E-06
623,monte carlo,4.12E-07,23,,6.84E+07,,3.64E-06
624,monte carlo,4.12E-07,24,,7.26E+07,,4.08E-06
625,monte carlo,4.12E-07,25,,6.92E+07,,3.22E-06
626,monte carlo,4.12E-07,26,,6.35E+07,,5.28E-06
627,monte carlo,4.12E-07,27,,6.88E+07,,3.38E-06
628,monte carlo,4.12E-07,28,,7.02E+07,,3.12E-06
629,monte carlo,4.12E-07,29,,6.94E+07,,3.56E-06
630,monte carlo,4.12E-07,30,,6.22E+07,,4.06E-06
631,monte carlo,4.12E-07,31,,6.93E+07,,3.51E-06
632,monte carlo,4.12E-07,32,,6.48E+07,,4.29E-06
633,monte carlo,4.12E-07,33,,7.34E+07,,3.59E-06
634,monte carlo,4.12E-07,34,,7.19E+07,,3.26E-06
635,monte carlo,4.12E-07,35,,6.46E+07,,3.75E-06
636,monte carlo,4.12E-07,36,,6.57E+07,,5.07E-06
637,monte carlo,4.12E-07,37,,6.58E+07,,3.35E-06
638,monte carlo,4.12E-07,38,,6.64E+07,,3.92E-06
639,monte carlo,4.12E-07,39,,6.63E+07,,3.62E-06
640,monte carlo,4.12E-07,40,,6.63E+07,,4.45E-06
641,monte carlo,4.12E-07,41,,6.73E+07,,4.06E-06
642,monte carlo,4.12E-07,42,,6.64E+07,,3.83E-06
643,monte carlo,4.12E-07,43,,6.56E+07,,3.57E-06
644,monte carlo,4.12E-07,44,,6.49E+07,,4.09E-06
645,monte carlo,4.12E-07,45,,7.22E+07,,3.50E-06
646,monte carlo,4.12E-07,46,,7.21E+07,,2.97E-06
647,monte carlo,4.12E-07,47,,6.45E+07,,3.72E-06
648,monte carlo,4.12E-07,48,,6.99E+07,,3.81E-06
649,monte carlo,4.12E-07,49,,6.31E+07,,4.73E-06
650,monte carlo,4.12E-07,50,,6.64E+07,,3.99E-06
651,monte carlo,4.12E-07,51,,7.31E+07,,2.97E-06
652,monte carlo,4.12E-07,52,,6.82E+07,,3.96E-06
653,monte carlo,4.12E-07,53,,6.87E+07,,2.81E-06
654,monte carlo,4.12E-07,54,,7.02E+07,,3.07E-06
655,monte carlo,4.12E-07,55,,6.52E+07,,4.43E-06
656,monte carlo,4.12E-07,56,,6.90E+07,,3.89E-06
657,monte carlo,4.12E-07,57,,6.14E+07,,4.93E-06
658,monte carlo,4.12E-07,58,,7.16E+07,,3.08E-06
659,monte carlo,4.12E-07,59,,6.58E+07,,4.15E-06
660,monte carlo,4.12E-07,60,,7.10E+07,,3.84E-06
661,monte carlo,4.12E-07,61,,6.40E+07,,4.45E-06
662,monte carlo,4.12E-07,62,,6.73E+07,,3.95E-06
663,monte carlo,4.12E-07,63,,6.38E+07,,3.31E-06
664,monte carlo,4.12E-07,64,,6.54E+07,,4.62E-06
665,monte carlo,4.12E-07,65,,6.74E+07,,3.89E-06
666,monte carlo,4.12E-07,66,,6.46E+07,,4.60E-06
667,monte carlo,4.12E-07,67,,6.99E+07,,3.29E-06
668,monte carlo,4.12E-07,68,,6.48E+07,,4.96E-06
669,monte carlo,4.12E-07,69,,6.99E+07,,3.33E-06
670,monte carlo,4.12E-07,70,,6.58E+07,,3.06E-06
671,monte carlo,4.12E-07,71,,6.71E+07,,3.83E-06
672,monte carlo,4.12E-07,72,,6.52E+07,,4.49E-06
673,monte carlo,4.12E-07,73,,7.11E+07,,3.35E-06
674,monte carlo,4.12E-07,74,,6.92E+07,,3.49E-06
675,monte carlo,4.12E-07,75,,6.77E+07,,3.68E-06
676,monte carlo,4.12E-07,76,,6.94E+07,,3.81E-06
677,monte carlo,4.12E-07,77,,6.79E+07,,3.70E-06
678,monte carlo,4.12E-07,78,,6.54E+07,,4.41E-06
679,monte carlo,4.12E-07,79,,7.09E+07,,3.20E-06
680,monte carlo,4.12E-07,80,,6.51E+07,,3.66E-06
681,monte carlo,4.12E-07,81,,7.35E+07,,2.94E-06
682,monte carlo,4.12E-07,82,,7.28E+07,,3.17E-06
683,monte carlo,4.12E-07,83,,6.67E+07,,4.73E-06
684,monte carlo,4.12E-07,84,,6.52E+07,,3.87E-06
685,monte carlo,4.12E-07,85,,6.45E+07,,4.02E-06
686,monte carlo,4.12E-07,86,,6.55E+07,,3.89E-06
687,monte carlo,4.12E-07,87,,7.22E+07,,3.18E-06
688,monte carlo,4.12E-07,88,,6.43E+07,,3.89E-06
689,monte carlo,4.12E-07,89,,6.48E+07,,3.92E-06
690,monte carlo,4.12E-07,90,,6.56E+07,,3.93E-06
691,monte carlo,4.12E-07,91,,7.26E+07,,3.19E-06
692,monte carlo,4.12E-07,92,,6.53E+07,,3.79E-06
693,monte carlo,4.12E-07,93,,6.52E+07,,5.06E-06
694,monte carlo,4.12E-07,94,,7.21E+07,,3.17E-06
695,monte carlo,4.12E-07,95,,6.44E+07,,3.48E-06
696,monte carlo,4.12E-07,96,,6.92E+07,,3.43E-06
697,monte carlo,4.12E-07,97,,6.19E+07,,4.27E-06
698,monte carlo,4.12E-07,98,,6.97E+07,,3.81E-06
699,monte carlo,4.12E-07,99,,7.20E+07,,2.71E-06
700,monte carlo,4.12E-07,100,,6.70E+07,,3.57E-06
701,monte carlo,4.12E-07,101,,6.77E+07,,3.29E-06
702,monte carlo,4.12E-07,102,,6.80E+07,,3.80E-06
703,monte carlo,4.12E-07,103,,6.77E+07,,3.98E-06
704,monte carlo,4.12E-07,104,,6.79E+07,,3.48E-06
705,monte carlo,4.12E-07,105,,6.92E+07,,3.24E-06
706,monte carlo,4.12E-07,106,,6.89E+07,,3.75E-06
707,monte carlo,4.12E-07,107,,6.99E+07,,3.80E-06
708,monte carlo,4.12E-07,108,,7.00E+07,,3.31E-06
709,monte carlo,4.12E-07,109,,6.33E+07,,4.08E-06
710,monte carlo,4.12E-07,110,,7.13E+07,,3.98E-06
711,monte carlo,4.12E-07,111,,6.35E+07,,4.95E-06
712,monte carlo,4.12E-07,112,,6.90E+07,,3.95E-06
713,monte carlo,4.12E-07,113,,6.81E+07,,3.26E-06
714,monte carlo,4.12E-07,114,,6.40E+07,,4.82E-06
715,monte carlo,4.12E-07,115,,6.58E+07,,4.24E-06
716,monte carlo,4.12E-07,116,,7.01E+07,,3.07E-06
717,monte carlo,4.12E-07,117,,6.23E+07,,4.52E-06
718,monte carlo,4.12E-07,118,,6.69E+07,,4.25E-06
719,monte carlo,4.12E-07,119,,6.59E+07,,3.16E-06
720,monte carlo,4.12E-07,120,,7.08E+07,,2.86E-06
721,monte carlo,4.12E-07,121,,7.11E+07,,3.59E-06
722,monte carlo,4.12E-07,122,,6.70E+07,,4.16E-06
723,monte carlo,4.12E-07,123,,6.75E+07,,3.93E-06
724,monte carlo,4.12E-07,124,,6.90E+07,,4.00E-06
725,monte carlo,4.12E-07,125,,6.80E+07,,3.08E-06
726,monte carlo,4.12E-07,126,,6.47E+07,,4.36E-06
727,monte carlo,4.12E-07,127,,6.53E+07,,4.14E-06
728,monte carlo,4.12E-07,128,,6.84E+07,,3.86E-06
729,monte carlo,4.12E-07,129,,6.72E+07,,3.13E-06
730,monte carlo,4.12E-07,130,,6.86E+07,,2.94E-06
731,monte carlo,4.12E-07,131,,6.85E+07,,3.94E-06
732,monte carlo,4.12E-07,132,,6.32E+07,,4.71E-06
733,monte carlo,4.12E-07,133,,7.01E+07,,3.71E-06
734,monte carlo,4.12E-07,134,,6.27E+07,,4.60E-06
735,monte carlo,4.12E-07,135,,6.93E+07,,3.08E-06
736,monte carlo,4.12E-07,136,,6.23E+07,,5.16E-06
737,monte carlo,4.12E-07,137,,7.02E+07,,3.71E-06
738,monte carlo,4.12E-07,138,,6.33E+07,,4.43E-06
739,monte carlo,4.12E-07,139,,6.91E+07,,3.18E-06
740,monte carlo,4.12E-07,140,,6.91E+07,,3.99E-06
741,monte carlo,4.12E-07,141,,6.90E+07,,4.02E-06
742,monte carlo,4.12E-07,142,,6.80E+07,,3.03E-06
743,monte carlo,4.12E-07,143,,6.84E+07,,3.93E-06
744,monte carlo,4.12E-07,144,,6.71E+07,,3.70E-06
745,monte carlo,4.12E-07,145,,6.67E+07,,4.05E-06
746,monte carlo,4.12E-07,146,,7.17E+07,,3.24E-06
747,monte carlo,4.12E-07,147,,7.07E+07,,3.14E-06
748,monte carlo,4.12E-07,148,,6.58E+07,,4.25E-06
749,monte carlo,4.12E-07,149,,6.44E+07,,4.55E-06
750,monte carlo,4.12E-07,150,,6.88E+07,,3.47E-06
751,monte carlo,4.12E-07,151,,6.84E+07,,3.61E-06
752,monte carlo,4.12E-07,152,,6.55E+07,,4.91E-06
753,monte carlo,4.12E-07,153,,7.30E+07,,2.75E-06
754,monte carlo,4.12E-07,154,,6.80E+07,,3.61E-06
755,monte carlo,4.12E-07,155,,6.74E+07,,3.75E-06
756,monte carlo,4.12E-07,156,,6.64E+07,,3.92E-06
757,monte carlo,4.12E-07,157,,6.59E+07,,4.34E-06
758,monte carlo,4.12E-07,158,,6.97E+07,,3.57E-06
759,monte carlo,4.12E-07,159,,6.95E+07,,3.26E-06
760,monte carlo,4.12E-07,160,,6.70E+07,,3.62E-06
761,monte carlo,4.12E-07,161,,6.74E+07,,3.43E-06
762,monte carlo,4.12E-07,162,,7.04E+07,,3.40E-06
763,monte carlo,4.12E-07,163,,6.37E+07,,4.07E-06
764,monte carlo,4.12E-07,164,,7.03E+07,,3.27E-06
765,monte carlo,4.12E-07,165,,6.51E+07,,4.68E-06
766,monte carlo,4.12E-07,166,,6.70E+07,,3.59E-06
767,monte carlo,4.12E-07,167,,6.77E+07,,4.72E-06
768,monte carlo,4.12E-07,168,,7.04E+07,,3.38E-06
769,monte carlo,4.12E-07,169,,6.32E+07,,3.64E-06
770,monte carlo,4.12E-07,170,,6.70E+07,,3.61E-06
771,monte carlo,4.12E-07,171,,6.66E+07,,3.36E-06
772,monte carlo,4.12E-07,172,,6.72E+07,,3.79E-06
773,monte carlo,4.12E-07,173,,6.78E+07,,3.67E-06
774,monte carlo,4.12E-07,174,,7.07E+07,,3.44E-06
775,monte carlo,4.12E-07,175,,6.35E+07,,4.30E-06
776,monte carlo,4.12E-07,176,,7.28E+07,,2.72E-06
777,monte carlo,4.12E-07,177,,6.63E+07,,3.91E-06
778,monte carlo,4.12E-07,178,,6.66E+07,,4.42E-06
779,monte carlo,4.12E-07,179,,6.56E+07,,3.59E-06
780,monte carlo,4.12E-07,180,,6.71E+07,,4.41E-06
781,monte carlo,4.12E-07,181,,7.38E+07,,3.01E-06
782,monte carlo,4.12E-07,182,,6.52E+07,,4.33E-06
783,monte carlo,4.12E-07,183,,6.62E+07,,3.80E-06
784,monte carlo,4.12E-07,184,,6.63E+07,,4.57E-06
785,monte carlo,4.12E-07,185,,7.19E+07,,3.17E-06
786,monte carlo,4.12E-07,186,,6.27E+07,,4.95E-06
787,monte carlo,4.12E-07,187,,6.52E+07,,3.85E-06
788,monte carlo,4.12E-07,188,,7.26E+07,,3.39E-06
789,monte carlo,4.12E-07,189,,6.56E+07,,4.01E-06
790,monte carlo,4.12E-07,190,,6.60E+07,,4.79E-06
791,monte carlo,4.12E-07,191,,6.39E+07,,3.63E-06
792,monte carlo,4.12E-07,192,,6.58E+07,,3.06E-06
793,monte carlo,4.12E-07,193,,6.71E+07,,4.00E-06
794,monte carlo,4.12E-07,194,,6.73E+07,,3.86E-06
795,monte carlo,4.12E-07,195,,6.64E+07,,4.42E-06
796,monte carlo,4.12E-07,196,,6.57E+07,,4.08E-06
797,monte carlo,4.12E-07,197,,7.18E+07,,2.85E-06
798,monte carlo,4.12E-07,198,,7.43E+07,,3.59E-06
799,monte carlo,4.12E-07,199,,6.54E+07,,4.22E-06
800,monte carlo,4.12E-07,200,,6.51E+07,,4.34E-06
801,monte carlo,5.42E-07,1,,9.44E+07,,4.10E-06
802,monte carlo,5.42E-07,2,,8.93E+07,,4.13E-06
803,monte carlo,5.42E-07,3,,8.99E+07,,5.05E-06
804,monte carlo,5.42E-07,4,,8.94E+07,,4.04E-06
805,monte carlo,5.42E-07,5,,9.00E+07,,4.87E-06
806,monte carlo,5.42E-07,6,,8.37E+07,,4.76E-06
807,monte carlo,5.42E-07,7,,9.47E+07,,3.27E-06
808,monte carlo,5.42E-07,8,,8.94E+07,,3.96E-06
809,monte carlo,5.42E-07,9,,8.97E+07,,4.69E-06
810,monte carlo,5.42E-07,10,,9.51E+07,,4.17E-06
811,monte carlo,5.42E-07,11,,8.35E+07,,5.14E-06
812,monte carlo,5.42E-07,12,,8.49E+07,,4.60E-06
813,monte carlo,5.42E-07,13,,9.51E+07,,4.09E-06
814,monte carlo,5.42E-07,14,,8.92E+07,,4.00E-06
815,monte carlo,5.42E-07,15,,9.02E+07,,5.05E-06
816,monte carlo,5.42E-07,16,,9.19E+07,,4.04E-06
817,monte carlo,5.42E-07,17,,9.11E+07,,4.38E-06
818,monte carlo,5.42E-07,18,,8.12E+07,,4.96E-06
819,monte carlo,5.42E-07,19,,9.11E+07,,4.23E-06
820,monte carlo,5.42E-07,20,,9.08E+07,,4.06E-06
821,monte carlo,5.42E-07,21,,9.09E+07,,3.97E-06
822,monte carlo,5.42E-07,22,,8.08E+07,,7.20E-06
823,monte carlo,5.42E-07,23,,9.09E+07,,4.25E-06
824,monte carlo,5.42E-07,24,,9.59E+07,,4.73E-06
825,monte carlo,5.42E-07,25,,9.20E+07,,3.83E-06
826,monte carlo,5.42E-07,26,,8.42E+07,,5.90E-06
827,monte carlo,5.42E-07,27,,9.15E+07,,3.99E-06
828,monte carlo,5.42E-07,28,,9.33E+07,,3.73E-06
829,monte carlo,5.42E-07,29,,9.21E+07,,4.18E-06
830,monte carlo,5.42E-07,30,,8.30E+07,,4.65E-06
831,monte carlo,5.42E-07,31,,9.20E+07,,4.12E-06
832,monte carlo,5.42E-07,32,,8.62E+07,,4.89E-06
833,monte carlo,5.42E-07,33,,9.71E+07,,4.23E-06
834,monte carlo,5.42E-07,34,,9.54E+07,,3.89E-06
835,monte carlo,5.42E-07,35,,8.62E+07,,4.34E-06
836,monte carlo,5.42E-07,36,,8.71E+07,,5.70E-06
837,monte carlo,5.42E-07,37,,8.78E+07,,3.95E-06
838,monte carlo,5.42E-07,38,,8.83E+07,,4.52E-06
839,monte carlo,5.42E-07,39,,8.82E+07,,4.21E-06
840,monte carlo,5.42E-07,40,,8.79E+07,,5.07E-06
841,monte carlo,5.42E-07,41,,8.93E+07,,4.67E-06
842,monte carlo,5.42E-07,42,,8.84E+07,,4.44E-06
843,monte carlo,5.42E-07,43,,8.74E+07,,4.17E-06
844,monte carlo,5.42E-07,44,,8.63E+07,,4.69E-06
